Species	Woodiness	Original names
Acacia spinescens	woody	['Acacia spinescens']
Acacia splendens	woody	['Acacia splendens']
Acacia spondylophylla	woody	['Acacia spondylophylla']
Acacia spooneri	woody	['Acacia spooneri']
Acacia sporadica	woody	['Acacia sporadica']
Acacia squamata	woody	['Acacia squamata']
Acacia startii	woody	['Acacia startii']
Acacia steedmanii	woody	['Acacia steedmanii']
Acacia stellaticeps	woody	['Acacia stellaticeps']
Acacia stenophylla	woody	['Acacia stenophylla']
Acacia stereophylla	woody	['Acacia stereophylla']
Acacia stipuligera	woody	['Acacia stipuligera']
Acacia stricta	woody	['Acacia stricta']
Acacia strongylophylla	woody	['Acacia strongylophylla']
Acacia suaveolens	woody	['Acacia suaveolens']
Acacia subcaerulea	woody	['Acacia subcaerulea']
Acacia subporosa	woody	['Acacia subporosa']
Acacia subracemosa	woody	['Acacia subracemosa']
Acacia subtessarogona	woody	['Acacia subtessarogona']
Acacia subtilinervis	woody	['Acacia subtilinervis']
Acacia subulata	woody	['Acacia subulata']
Acacia sulcata	woody	['Acacia sulcata']
Acacia telmica	woody	['Acacia telmica']
Acacia tenuissima	woody	['Acacia tenuissima']
Acacia terminalis	woody	['Acacia terminalis']
Acacia tetragonophylla	woody	['Acacia tetragonophylla']
Acacia tetraneura	woody	['Acacia tetraneura']
Acacia toondulya	woody	['Acacia toondulya']
Acacia torringtonensis	woody	['Acacia torringtonensis']
Acacia torulosa	woody	['Acacia torulosa']
Acacia trachycarpa	woody	['Acacia trachycarpa']
Acacia trachyphloia	woody	['Acacia trachyphloia']
Acacia trapezoidea	woody	['Acacia littorea']
Acacia tratmaniana	woody	['Acacia tratmaniana']
Acacia trinervata	woody	['Acacia trinervata']
Acacia trineura	woody	['Acacia trineura']
Acacia triptera	woody	['Acacia triptera']
Acacia triquetra	woody	['Acacia triquetra']
Acacia tropica	woody	['Acacia tropica']
Acacia truncata	woody	['Acacia truncata']
Acacia tumida	woody	['Acacia tumida']
Acacia ulicifolia	woody	['Acacia juniperina', 'Acacia ulicifolia']
Acacia ulicina	woody	['Acacia ulicina']
Acacia umbellata	woody	['Acacia umbellata']
Acacia uncinata	woody	['Acacia uncinata']
Acacia undosa	woody	['Acacia undosa']
Acacia undulifolia	woody	['Acacia undulifolia']
Acacia urophylla	woody	['Acacia urophylla']
Acacia venulosa	woody	['Acacia venulosa']
Acacia verniciflua	woody	['Acacia verniciflua']
Acacia veronica	woody	['Acacia veronica']
Acacia verticillata	woody	['Acacia verticillata']
Acacia vestita	woody	['Acacia vestita']
Acacia victoriae	woody	['Acacia victoriae']
Acacia viscidula	woody	['Acacia viscidula']
Acacia vittata	woody	['Acacia vittata']
Acacia wattsiana	woody	['Acacia wattsiana']
Acacia whibleyana	woody	['Acacia whibleyana']
Acacia wilhelmiana	woody	['Acacia wilhelmiana']
Acacia williamsiana	woody	['Acacia williamsiana']
Acacia xiphophylla	woody	['Acacia xiphophylla']
Acacia yorkrakinensis	woody	['Acacia yorkrakinensis']
Acaciella angustissima	woody	['Acacia angustissima', 'Acaciella angustissima']
Acaciella glauca	not assigned	['Leucaena glauca']
Acaena agnipila	herbaceous	['Acaena agnipila']
Acaena alpina	woody	['Acaena alpina']
Acaena anserinifolia	herbaceous	['Acaena anserinifolia']
Acaena antarctica	herbaceous	['Acaena antarctica']
Acaena argentea	herbaceous	['Acaena argentea']
Acaena caesiiglauca	herbaceous	['Acaena caesiiglauca']
Acaena confertissima	not assigned	['Acaena confertissima']
Acaena echinata	herbaceous	['Acaena echinata']
Acaena fissistipula	herbaceous	['Acaena fissistipula']
Acaena integerrima	herbaceous	['Acaena integerrima']
Acaena leptacantha	herbaceous	['Acaena leptacantha']
Acaena lucida	herbaceous	['Acaena lucida']
Acaena macrocephala	not assigned	['Acaena macrocephala']
Acaena magellanica	herbaceous	['Acaena magellanica']
Acaena novae-zelandiae	herbaceous	['Acaena novae-zelandiae']
Acaena ovalifolia	herbaceous	['Acaena ovalifolia']
Acaena ovina	herbaceous	['Acaena ovina']
Acaena pallida	herbaceous	['Acaena pallida']
Acaena pinnatifida	herbaceous	['Acaena pinnatifida']
Acaena platyacantha	not assigned	['Acaena platyacantha', 'Acaena rahuensis']
Acaena poeppigiana	not assigned	['Acaena pseudopoeppigiana', 'Acaena skottsbergii']
Acaena sericea	herbaceous	['Acaena sericea']
Acaena species	not assigned	['Acaena adenocarpa', 'Acaena multifida']
Acaena splendens	herbaceous	['Acaena splendens']
Acaena subnitens	not assigned	['Acaena subnitens']
Acaena tehuelcha	not assigned	['Acaena tehuelcha']
Acaena tenera	herbaceous	['Acaena tenera']
Acaena trifida	not assigned	['Acaena trifida']
Acalypha acrogyna	woody	['Acalypha acrogyna']
Acalypha allenii	herbaceous	['Acalypha allenii']
Acalypha ambigua	herbaceous	['Acalypha ambigua']
Acalypha argentii	not assigned	['Acalypha argentira']
Acalypha arvensis	herbaceous	['Acalypha arvensis']
Acalypha australis	herbaceous	['Acalypha australis']
Acalypha bipartita	woody	['Acalypha bipartita']
Acalypha brachystachya	herbaceous	['Acalypha brachystachya']
Acalypha caperonioides	herbaceous	['Acalypha caperonioides']
Acalypha caturus	woody	['Acalypha caturus']
Acalypha chirindica	woody	['Acalypha chirindica']
Acalypha ciliata	herbaceous	['Acalypha ciliata']
Acalypha cincta	woody	['Acalypha cincta']
Acalypha claoxyloides	woody	['Acalypha claoxyloides']
Acalypha clutioides	woody	['Acalypha clutioides']
Acalypha communis	herbaceous	['Acalypha communis']
Acalypha crenata	conflicting (herbaceous vs. woody)	['Acalypha crenata']
Acalypha cuneata	not assigned	['Acalypha cuneata']
Acalypha decaryana	not assigned	['Acalypha decaryana']
Acalypha dikuluwensis	woody	['Acalypha dikuluwensis']
Acalypha diversifolia	woody	['Acalypha diversifolia']
Acalypha filipes	herbaceous	['Acalypha filipes']
Acalypha fimbriata	herbaceous	['Acalypha fimbriata']
Acalypha fruticosa	woody	['Acalypha fruticosa']
Acalypha fuscescens	herbaceous	['Acalypha fuscescens']
Acalypha glabrata	woody	['Acalypha glabrata']
Acalypha grandis	woody	['Acalypha grandis']
Acalypha havanensis	herbaceous	['Acalypha havanensis']
Acalypha hispida	woody	['Acalypha hispida']
Acalypha indica	herbaceous	['Acalypha indica']
Acalypha lanceolata	conflicting (herbaceous vs. woody)	['Acalypha lanceolata']
Acalypha langiana	herbaceous	['Acalypha langiana']
Acalypha lepinei	woody	['Acalypha lepinei']
Acalypha macrostachya	woody	['Acalypha macrostachya']
Acalypha nemorum	woody	['Acalypha nemorum']
Acalypha neptunica	woody	['Acalypha neptunica']
Acalypha nyasica	herbaceous	['Acalypha nyasica']
Acalypha ornata	woody	['Acalypha ornata']
Acalypha ostryifolia	herbaceous	['Acalypha ostryifolia']
Acalypha paucifolia	herbaceous	['Acalypha paucifolia']
Acalypha peduncularis	herbaceous	['Acalypha peduncularis']
Acalypha petiolaris	herbaceous	['Acalypha villicaulis']
Acalypha phleoides	herbaceous	['Acalypha phleoides']
Acalypha polymorpha	herbaceous	['Acalypha polymorpha']
Acalypha psilostachya	conflicting (herbaceous vs. woody)	['Acalypha psilostachya']
Acalypha pubiflora	woody	['Acalypha pubiflora']
Acalypha racemosa	conflicting (herbaceous vs. woody)	['Acalypha racemosa']
Acalypha rhomboidea	herbaceous	['Acalypha rhomboidea']
Acalypha segetalis	herbaceous	['Acalypha segetalis']
Acalypha skutchii	woody	['Acalypha skutchii']
Acalypha sonderiana	woody	['Acalypha sonderiana']
Acalypha species	not assigned	['Acalypha pub', 'Acalypha sharpdent', 'Acalypha sharpub']
Acalypha spiciflora	woody	['Cleidion spiciflorum']
Acalypha stachyura	woody	['Acalypha stachyura']
Acalypha stricta	woody	['Acalypha mapirensis']
Acalypha virginica	herbaceous	['Acalypha virginica']
Acalypha welwitschiana	conflicting (herbaceous vs. woody)	['Acalypha welwitschiana']
Acalypha wilkesiana	woody	['Acalypha compacta', 'Acalypha hamiltoniana', 'Acalypha wilkesiana']
Acampe pachyglossa	herbaceous	['Acampe pachyglossa']
Acampe praemorsa	herbaceous	['Acampe papillosa']
Acamptopappus shockleyi	conflicting (herbaceous vs. woody)	['Acamptopappus shockleyi']
Acamptopappus sphaerocephalus	woody	['Acamptopappus sphaerocephalus']
Acanthaceae species	not assigned	['Justicia bracteata', 'Justicia divaricata', 'Justicia procumbens', 'Justicia tenella', 'Justicia vahlii', 'Monechma ciliatum']
Acanthephippium sylhetense	herbaceous	['Acanthephippium sylhetense']
Acanthocalycium leucanthum	herbaceous	['Echinopsis leucantha']
Acanthocarpus preissii	herbaceous	['Acanthocarpus preissii']
Acanthocereus cuixmalensis	not assigned	['Peniocereus cuixmalensis']
Acanthocereus rosei	not assigned	['Peniocereus rosei']
Acanthocereus tetragonus	woody	['Acanthocereus occidentalis', 'Cereus tetragonus']
Acanthocladus scleroxylon	woody	['Polygala scleroxylon']
Acantholimon diapensioides	conflicting (herbaceous vs. woody)	['Acantholimon diapensioides']
Acantholippia seriphioides	woody	['Acantholippia seriphioides']
Acanthopsis disperma	herbaceous	['Acanthopsis disperma']
Acanthosicyos horridus	woody	['Acanthosicyos horrida', 'Acanthosicyos horridus']
Acanthospermum australe	herbaceous	['Acanthospermum australe']
Acanthospermum hispidum	herbaceous	['Acanthospermum hispidum']
Acanthostyles buniifolius	woody	['Eupatorium buniifolium']
Acanthosyris annonagustata	woody	['Acanthosyris annonagustata']
Acanthosyris falcata	woody	['Acanthosyris falcata']
Acanthosyris glabrata	woody	['Acanthosyris glabrata', 'Cervantesia colombiana']
Acanthus hirsutus	herbaceous	['Acanthus hirsutus', 'Acanthus syriacus']
Acanthus ilicifolius	conflicting (herbaceous vs. woody)	['Acanthus ilicifolius']
Acanthus mollis	conflicting (herbaceous vs. woody)	['Acanthus latifolius', 'Acanthus mollis']
Acanthus pubescens	herbaceous	['Acanthus pubescens']
Acanthus species	not assigned	['Acanthus pallens']
Acanthus spinosus	herbaceous	['Acanthus spinosus']
Acaulimalva acaulis	herbaceous	['Malvastrum acaule']
Accolacuarina rigida	not assigned	['Accolacuarina rigida']
Acer acuminatum	woody	['Acer acuminatum']
Acer amplum	woody	['Acer catalpifolium']
Acer argutum	woody	['Acer argutum']
Acer barbatum	woody	['Acer barbatum']
Acer barbinerve	woody	['Acer barbinerve']
Acer buergerianum	woody	['Acer buergerianum']
Acer caesium	woody	['Acer caesium']
Acer campbellii	woody	['Acer campbellii']
Acer campestre	woody	['Acer campestre']
Acer capillipes	woody	['Acer capillipes']
Acer cappadocicum	woody	['Acer cappadocicum', 'Acer cultratum']
Acer carpinifolium	woody	['Acer carpinifolium']
Acer caudatifolium	woody	['Acer caudatifolium', 'Acer kawakamii', 'Acer morrisonense']
Acer caudatum	woody	['Acer caudatum']
Acer circinatum	woody	['Acer circinatum', 'Acer circinnatum']
Acer cissifolium	woody	['Acer cissifolium']
Acer coriaceum	woody	['Acer coriaceum']
Acer crataegifolium	woody	['Acer crataegifolium']
Acer davidii	woody	['Acer davidii', 'Acer grosseri']
Acer diabolicum	woody	['Acer diabolicum']
Acer distylum	woody	['Acer distylum']
Acer erianthum	woody	['Acer erianthum']
Acer floridanum	woody	['Acer floridanum']
Acer glabrum	woody	['Acer glabrum']
Acer granatense	woody	['Acer granatense']
Acer grandidentatum	woody	['Acer grandidentatum']
Acer griseum	woody	['Acer griseum']
Acer heldreichii	woody	['Acer heldreichii', 'Acer trautvetteri']
Acer henryi	woody	['Acer henryi']
Acer hyrcanum	woody	['Acer hyrcanum', 'Acer stevenii']
Acer japonicum	woody	['Acer japonicum']
Acer laevigatum	woody	['Acer laevigatum']
Acer laurinum	woody	['Acer decandrum', 'Acer garrettii', 'Acer laurinum', 'Acer niveum']
Acer laxiflorum	woody	['Acer laxiflorum']
Acer leucoderme	woody	['Acer leucoderme']
Acer lobelii	woody	['Acer lobelii']
Acer longipes	woody	['Acer longipes']
Acer lucidum	woody	['Acer lucidum']
Acer macrophyllum	woody	['Acer macrophyllum']
Acer mandshuricum	woody	['Acer mandshuricum']
Acer maximowiczianum	woody	['Acer maximowiczianum']
Acer micranthum	woody	['Acer micranthum']
Acer miyabei	woody	['Acer miyabei']
Acer monspessulanum	woody	['Acer hermoneum', 'Acer ibericum', 'Acer monspessulanum']
Acer negundo	woody	['Acer fraxinifolium', 'Acer negundo']
Acer nigrum	woody	['Acer nigrum']
Acer nikoense	woody	['Acer nikoense']
Acer oblongum	woody	['Acer albo-purpurascens', 'Acer oblongum']
Acer obtusatum	woody	['Acer obtusatum']
Acer obtusifolium	woody	['Acer obtusifolium']
Acer oliverianum	woody	['Acer oliverianum']
Acer opalus	woody	['Acer hispanicum', 'Acer opalus']
Acer palmatum	woody	['Acer palmatum']
Acer pectinatum	woody	['Acer pectinatum']
Acer pensylvanicum	woody	['Acer pennsylvanicum', 'Acer pensylvanicum']
Acer pictum	woody	['Acer mono', 'Acer pictum']
Acer platanoides	woody	['Acer platanoides']
Acer pseudoplatanus	woody	['Acer pseudoplatanus', 'Acer pseudo-platanus']
Acer pseudosieboldianum	woody	['Acer pseudosieboldianum', 'Acer pseudo-sieboldianum']
Acer rubrum	woody	['Acer ruba', 'Acer rubrum']
Acer rufinerve	woody	['Acer rufinerve']
Acer saccharinum	woody	['Acer dasycarpum', 'Acer saccharinum']
Acer saccharum	woody	['Acer saccharum']
Acer sempervirens	woody	['Acer orientale', 'Acer sempervirens']
Acer senecaense	woody	['Acer senecaense']
Acer serrulatum	woody	['Acer serrulatum']
Acer sieboldianum	woody	['Acer sieboldianum']
Acer sinense	woody	['Acer sinense']
Acer skutchii	woody	['Acer skutchii']
Acer species	not assigned	['Acer amoenum', 'Acer flabellatum', 'Acer opulifolium', 'Acer saccharophorum']
Acer spicatum	woody	['Acer spicatum']
Acer stachyophyllum	woody	['Acer stachyophyllum']
Acer sterculiaceum	woody	['Acer sterculiaceum']
Acer tataricum	woody	['Acer ginnala', 'Acer tataricum']
Acer tegmentosum	woody	['Acer tegmentosum']
Acer triflorum	woody	['Acer triflorum']
Acer truncatum	woody	['Acer truncatum']
Acer tschonoskii	woody	['Acer tschonoskii']
Acer ukurunduense	woody	['Acer ukurunduense']
Acer velutinum	woody	['Acer velutinum']
Acer zoeschense	woody	['Acer zoeschense']
Aceratium concinnum	woody	['Aceratium concinnum']
Aceratium doggrellii	woody	['Aceratium doggrellii']
Aceratium megalospermum	woody	['Aceratium megalospermum']
Aceratium sericeum	woody	['Aceratium sericeum']
Aceratium sericoleopsis	woody	['Aceratium sericoleopsis']
Achatocarpus praecox	woody	['Achatocarpus praecox']
Achillea aegyptiaca	herbaceous	['Achillea aegyptiaca']
Achillea ageratifolia	herbaceous	['Achillea serbica']
Achillea ageratum	herbaceous	['Achillea ageratum']
Achillea alpina	herbaceous	['Achillea alpina']
Achillea arabica	herbaceous	['Achillea biebersteinii']
Achillea asiatica	herbaceous	['Achillea asiatica']
Achillea aspleniifolia	herbaceous	['Achillea aspleniifolia']
Achillea atrata	herbaceous	['Achillea atrata']
Achillea cartilaginea	herbaceous	['Achillea cartilaginea']
Achillea clavennae	herbaceous	['Achillea clavenae', 'Achillea clavennae']
Achillea clusiana	herbaceous	['Achillea clusiana']
Achillea clypeolata	herbaceous	['Achillea clypeolata']
Achillea coarctata	herbaceous	['Achillea coarctata']
Achillea collina	herbaceous	['Achillea collina']
Achillea crithmifolia	herbaceous	['Achillea crithmifolia']
Achillea distans	herbaceous	['Achillea distans']
Achillea erba-rotta	conflicting (herbaceous vs. woody)	['Achillea erba-rotta', 'Achillea moschata']
Achillea falcata	herbaceous	['Achillea falcata']
Achillea filipendulina	herbaceous	['Achillea filipendulina']
Achillea fragrantissima	herbaceous	['Achillea fragrantissima']
Achillea leptophylla	herbaceous	['Achillea leptophylla']
Achillea macrophylla	herbaceous	['Achillea macrophylla']
Achillea maritima	herbaceous	['Diotis maritima', 'Otanthus maritimus']
Achillea millefolium	herbaceous	['Achillea lanulosa', 'Achillea millefolium']
Achillea nana	herbaceous	['Achillea nana']
Achillea nobilis	herbaceous	['Achillea nobilis']
Achillea odorata	herbaceous	['Achillea odorata']
Achillea pannonica	herbaceous	['Achillea pannonica']
Achillea pratensis	herbaceous	['Achillea pratensis']
Achillea ptarmica	herbaceous	['Achillea ptarmica']
Achillea ptarmicoides	herbaceous	['Achillea ptarmicoides']
Achillea roseoalba	herbaceous	['Achillea roseo-alba']
Achillea salicifolia	herbaceous	['Achillea salicifolia']
Achillea santolina	herbaceous	['Achillea santolina']
Achillea setacea	herbaceous	['Achillea setacea']
Achillea sibirica	herbaceous	['Achillea sibirica']
Achillea species	not assigned	['Achillea arvensis', 'Achillea erba', 'Achillea stricta']
Achillea wilhelmsii	herbaceous	['Achillea wilhelmsii']
Achimenes longiflora	herbaceous	['Achimenes longiflora']
Achlys triphylla	herbaceous	['Achlys triphylla']
Achnatherum breviaristatum	herbaceous	['Achnatherum breviaristatum']
Achnatherum bromoides	herbaceous	['Achnatherum bromoides']
Achnatherum calamagrostis	herbaceous	['Achnatherum calamagrostis', 'Calamagrostis neglecta', 'Stipa calamagrostis']
Achnatherum inebrians	herbaceous	['Achnatherum inebrians', 'Stipa inebrians']
Achnatherum pekinense	herbaceous	['Achnatherum extremiorientale', 'Achnatherum pekinense', 'Stipa extremiorientale', 'Stipa extremiorientalis']
Achnatherum sibiricum	herbaceous	['Achnatherum sibiricum', 'Stipa sibirica']
Achnatherum species	not assigned	['Piptatherum virescens']
Achnatherum virescens	herbaceous	['Oryzopsis virescens']
Achnophora tatei	herbaceous	['Achnophora tatei']
Achyrachaena mollis	herbaceous	['Achyrachaena mollis']
Achyranthemum paniculatum	not assigned	['Syncarpha paniculata']
Achyranthes aspera	conflicting (herbaceous vs. woody)	['Achyranthes aspera']
Achyranthes bidentata	conflicting (herbaceous vs. woody)	['Achyranthes bidentata', 'Achyranthes japonica', 'Achyranthes longifolia']
Achyranthes splendens	woody	['Achyranthes splendens']
Achyrocline satureioides	herbaceous	['Achyrocline satureioides']
Achyropsis gracilis	herbaceous	['Achyropsis gracilis']
Achyropsis laniceps	herbaceous	['Achyropsis laniceps']
Achyropsis leptostachya	conflicting (herbaceous vs. woody)	['Achyropsis leptostachya']
Achyrospermum cryptanthum	conflicting (herbaceous vs. woody)	['Achyrospermum cryptanthum']
Achyrospermum laterale	herbaceous	['Achyrospermum laterale']
Achyrospermum schimperi	herbaceous	['Achyrospermum schimperi']
Aciachne acicularis	herbaceous	['Aciachne acicularis']
Aciachne flagellifera	herbaceous	['Aciachne flagellifera']
Aciachne pulvinata	herbaceous	['Aciachne pulvinata']
Acianthera verecunda	herbaceous	['Pleurothallis verecunda']
Acianthus caudatus	herbaceous	['Acianthus caudatus']
Acianthus exsertus	herbaceous	['Acianthus exsertus']
Acianthus fornicatus	herbaceous	['Acianthus fornicatus']
Acianthus pusillus	herbaceous	['Acianthus pusillus']
Acicarpha tribuloides	herbaceous	['Acicarpha tribuloides']
Acidocroton lobulatus	herbaceous	['Acidocroton lobulatus']
Acidosasa breviclavata	herbaceous	['Acidosasa breviclavata']
Acidosasa brilletii	herbaceous	['Acidosasa brilletii']
Acidosasa chinensis	herbaceous	['Acidosasa chinensis']
Acidosasa edulis	herbaceous	['Acidosasa edulis']
Acidosasa glauca	herbaceous	['Acidosasa chinouensis']
Acidosasa guangxiensis	herbaceous	['Acidosasa guangxiensis']
Acidosasa lingchuanensis	herbaceous	['Acidosasa lingchuanensis']
Acidosasa nanunica	herbaceous	['Acidosasa nanunica']
Acidosasa notata	herbaceous	['Acidosasa notata']
Acidosasa purpurea	herbaceous	['Acidosasa purpurea']
Acidosasa venusta	herbaceous	['Acidosasa venusta']
